"Year"	"Prec"	"Etp"	"Temp"	"Qobs"
"03-07-2003"	0	4	31.2	0.061969703815279
"04-07-2003"	0	4	29.3	0.0596368109435183
"05-07-2003"	0	5.1	30.6	0.0584980208387536
"06-07-2003"	0	4.1	30.3	0.0584980208387536
"07-07-2003"	0	4.3	30.5	0.0596368109435183
"08-07-2003"	0	4.5	30.9	0.0573787528500707
"09-07-2003"	0	4.2	31.2	NA
"10-07-2003"	0	4.4	31	NA
"11-07-2003"	0	4.3	31.2	NA
"12-07-2003"	0	4	31	0.0573787528500707
"13-07-2003"	0	4.6	31.2	0.0562724996054421
"14-07-2003"	0	4.9	30.9	0.0551857684768953
"15-07-2003"	0	4.4	30.2	0.0551857684768953
"16-07-2003"	0	4.4	30.2	0.0562724996054421
"17-07-2003"	0	4.6	30.5	NA
"18-07-2003"	0	4.4	30.8	0.0564091544180139
"19-07-2003"	0	4.4	30.9	0.0551857684768953
"20-07-2003"	0	5	32.6	0.0564091544180139
"21-07-2003"	0	4.7	32.5	0.0553224232894671
"22-07-2003"	0	4.5	32.4	NA
"23-07-2003"	0	3.2	31.3	0.0553224232894671
"24-07-2003"	0	3.9	31.7	0.0564091544180139
"25-07-2003"	0	5.3	30.2	0.0553224232894671
"26-07-2003"	0	5.5	30.5	0.0520101709276087
"27-07-2003"	0	5.4	30.8	0.0509689914032525
"28-07-2003"	0	4.6	31.3	0.053194512636564
"29-07-2003"	0.6	4.5	31.2	0.0576553161612278
"30-07-2003"	0	5	30.1	0.0542487069049747
"31-07-2003"	0	5.1	28.8	0.0521403183681532
"01-08-2003"	0	5	29.7	0.053194512636564
"02-08-2003"	0	5.2	28.9	0.053194512636564
"03-08-2003"	0	4.8	30.3	0.0542487069049747
"04-08-2003"	0	4.9	30.9	0.0565490629165993
"05-08-2003"	0	4.4	31.2	0.0576553161612278
"06-08-2003"	0	4.9	32.1	0.0576553161612278
"07-08-2003"	0	5	32.5	0.0565490629165993
"08-08-2003"	0	4.8	31.9	NA
"09-08-2003"	0	4.7	31.3	0.0565490629165993
"10-08-2003"	0	4.5	32.1	0.058924253706537
"11-08-2003"	0	4.7	33.4	0.0600695511833289
"12-08-2003"	0	4.1	31.9	0.0600695511833289
"13-08-2003"	0	5	33.8	0.0612343707762024
"14-08-2003"	0	4.8	32.4	0.0637657384947936
"15-08-2003"	0	4.9	32.2	0.061380786646815
"16-08-2003"	0	5.4	31.6	0.056685717729171
"17-08-2003"	0	5.5	32.6	NA
"18-08-2003"	0	5.3	32.9	0.0572404711944921
"19-08-2003"	0	5.3	33	0.0602127133679279
"20-08-2003"	0	5.1	33	0.0602127133679279
"21-08-2003"	0	4.9	33	0.061380786646815
"22-08-2003"	0	4.7	32.2	0.0625651283557703
"23-08-2003"	0	4.7	31.6	NA
"24-08-2003"	0	5.2	33.1	0.0625651283557703
"25-08-2003"	0	5.1	33.2	0.061380786646815
"26-08-2003"	0	4.8	32.7	0.0602127133679279
"27-08-2003"	0	6.2	32.3	0.0568223725417428
"28-08-2003"	0	6.1	31.7	0.0503280152585706
"29-08-2003"	0	5.8	32.8	0.0481968509196539
"30-08-2003"	0	5.2	33	0.0503280152585706
"31-08-2003"	0	5.2	33.6	0.0585907508901416
"01-09-2003"	0	5.1	33.6	0.059067415891136
"02-09-2003"	0	6.4	33.2	0.0557258803551551
"03-09-2003"	0	5.9	31.4	0.051359433724886
"04-09-2003"	0	6.2	31.9	0.0498220670834538
"05-09-2003"	0	5.3	31.9	0.0525372680618141
"06-09-2003"	0	5.8	33	0.0546489102846491
"07-09-2003"	0	5.6	33.9	0.0557258803551551
"08-09-2003"	0	5.5	34.2	0.0546489102846491
"09-09-2003"	0	5.9	35.2	0.0535882086442112
"10-09-2003"	0	5.5	34.5	0.0546489102846491
"11-09-2003"	0	5.6	34	0.0558625351677269
"12-09-2003"	0	5.4	34	0.0569622810403282
"13-09-2003"	0	5.4	34.1	NA
"14-09-2003"	0	5.5	35.5	NA
"15-09-2003"	0	5.9	36.2	NA
"16-09-2003"	0	6	36.7	0.0569622810403282
"17-09-2003"	0	5.8	35.9	0.0547823114112072
"18-09-2003"	0	6.1	36.2	0.0526706691883722
"19-09-2003"	0	6.2	37.1	0.0526706691883722
"20-09-2003"	0	6.4	37.1	0.0516197286059751
"21-09-2003"	0	6	36.2	0.0516197286059751
"22-09-2003"	0.3	5.7	35.1	0.0547823114112072
"23-09-2003"	0.2	5.6	34.6	0.060505545109153
"24-09-2003"	0.1	5.7	36	0.0582182038415829
"25-09-2003"	0.2	6	36.2	0.0559991899802986
"26-09-2003"	0	6.5	37	0.0570989358528999
"27-09-2003"	0	6.4	37.7	0.0538517572113138
"28-09-2003"	0	5.7	36	0.0526706691883722
"29-09-2003"	0	6.6	37.4	0.0526706691883722
"30-09-2003"	0	5.8	35.3	0.0511023925298106
"01-10-2003"	0	5.7	35.2	0.05221840683248
"02-10-2003"	0.1	6	36.8	0.0516197286059751
"03-10-2003"	0	6.7	37.9	0.0528008166289168
"04-10-2003"	0	6	37.9	0.0538517572113138
"05-10-2003"	0	6.4	37.1	0.0538517572113138
"06-10-2003"	0	6.3	36.9	0.0505850564536461
"07-10-2003"	0	4.6	33.3	0.0485677711252058
"08-10-2003"	14.2	6.6	35	0.0543837348745396
"09-10-2003"	0	6.8	36.2	0.0528008166289168
"10-10-2003"	0	6.6	35.2	0.0495666527313851
"11-10-2003"	0	7.2	34.9	0.0455450968185591
"12-10-2003"	0	7.2	35.3	0.0455450968185591
"13-10-2003"	0	6.8	36.1	0.0485677711252058
"14-10-2003"	0.1	6.1	36.6	0.0532677205718703
"15-10-2003"	0	6	36.7	0.0570989358528999
"16-10-2003"	2.2	6.3	36.9	0.0594936487589193
"17-10-2003"	0	6	35.3	0.060648707293752
"18-10-2003"	0	6.2	35.6	0.060648707293752
"19-10-2003"	0	6.8	37.2	0.0594936487589193
"20-10-2003"	0	5.6	35.4	0.0583581123401683
"21-10-2003"	4.3	5.4	36.7	0.0583581123401683
"22-10-2003"	0.2	6.3	37.3	0.0594936487589193
"23-10-2003"	0	6.7	38.1	0.0583581123401683
"24-10-2003"	0	6.9	38.9	0.0583581123401683
"25-10-2003"	0	7.1	39.1	0.0543837348745396
"26-10-2003"	0	6.8	38.3	0.0538517572113138
"27-10-2003"	0	7.2	39.1	0.0528008166289168
"28-10-2003"	0	7.1	38.7	0.0516197286059751
"29-10-2003"	0	7	38.6	0.0505850564536461
"30-10-2003"	0	7.2	39.5	0.0485677711252058
"31-10-2003"	0	6.6	37.6	0.0485677711252058
"01-11-2003"	0	6.7	38.9	0.0446080352466384
"02-11-2003"	0	5.9	38.2	0.0455450968185591
"03-11-2003"	0	6.9	39.3	0.0455450968185591
"04-11-2003"	0	6.9	39.2	0.0436904957907995
"05-11-2003"	11.1	6.1	36.9	0.0478866661863561
"06-11-2003"	1.7	5.8	36	0.0630108833396353
"07-11-2003"	0	6.1	36.7	0.0582182038415829
"08-11-2003"	1.2	5.6	36.2	0.0796187813151222
"09-11-2003"	25.4	5	34.6	0.0936215613557093
"10-11-2003"	3.4	4.8	32.8	0.0593504865743203
"11-11-2003"	2	5.3	34.4	0.0558625351677269
"12-11-2003"	16.6	5.3	34	0.060505545109153
"13-11-2003"	9.7	4.9	33.5	0.0761362527185514
"14-11-2003"	6.6	5.9	34.3	0.096972857949731
"15-11-2003"	1.4	6.2	34.9	0.0679597397663411
"16-11-2003"	0	5.9	36.1	0.0592073243897213
"17-11-2003"	0	5.7	36	0.0525372680618141
"18-11-2003"	0	6	35.6	0.0514895811654306
"19-11-2003"	0.1	6.6	37.2	NA
"20-11-2003"	0	6.7	37.3	NA
"21-11-2003"	0	6.9	36.6	NA
"22-11-2003"	0	6.7	37.4	0.0434627377698466
"23-11-2003"	1	5.7	35.3	0.0636689413358886
"24-11-2003"	15.3	6.1	36.2	0.065386074129573
"25-11-2003"	0.8	6.3	36.7	0.054515509158091
"26-11-2003"	0	6.2	36	0.049189225153806
"27-11-2003"	3.2	6.6	36.5	0.0451904450430752
"28-11-2003"	0	6.6	37.2	0.0424508414196128
"29-11-2003"	0	5.8	36.1	0.0405929867058396
"30-11-2003"	0	6.7	36.4	NA
"01-12-2003"	2	6.2	36.7	0.0405929867058396
"02-12-2003"	0	5.6	34.1	0.0414584671854608
"03-12-2003"	4.8	6	36	0.04234021609515
"04-12-2003"	0	6.2	36.7	NA
"05-12-2003"	0	5.8	35.7	0.04234021609515
"06-12-2003"	0	5.7	36.3	0.0832935485269972
"07-12-2003"	28.7	5	33.2	0.128865488255169
"08-12-2003"	0	6.2	36	0.0722480979322835
"09-12-2003"	15.5	5.8	36.1	0.0740636547278797
"10-12-2003"	0	6.2	36.4	0.0599263889987299
"11-12-2003"	4.8	5.2	34.4	0.0564091544180139
"12-12-2003"	8.1	5.1	35.3	0.0835473360360591
"13-12-2003"	3.7	5.1	34.3	1.83113978247742
"14-12-2003"	0.7	4.8	34.3	0.463633988509828
"15-12-2003"	18.7	5.6	35.7	0.72255534928886
"16-12-2003"	0	4.4	34.2	0.373343117070054
"17-12-2003"	1.4	5	34.9	0.244117554229379
"18-12-2003"	0.9	4.6	34.3	0.164145205700778
"19-12-2003"	7.1	3.9	33.3	0.199568736068189
"20-12-2003"	25.2	3.2	32.3	0.258160463064134
"21-12-2003"	49.1	2	27.8	8.87627039832923
"22-12-2003"	75.8	2	27.8	11.914358367738
"23-12-2003"	20.1	1.7	27	7.10220498844265
"24-12-2003"	21.6	2.7	29.9	4.7806099497849
"25-12-2003"	12.4	2.7	30	4.37295599065996
"26-12-2003"	8.9	4.5	32.5	3.9831686294478
"27-12-2003"	5.2	4.1	31.6	6.74020943483339
"28-12-2003"	5.4	4	33.4	1.56203364852299
"29-12-2003"	14.9	3.5	32.1	2.10961796532228
"30-12-2003"	12.8	3.4	31.7	2.61209433069564
"31-12-2003"	37.9	3.3	28.9	18.4195866428603
"01-01-2004"	27.6	2	26.7	12.798472991211
"02-01-2004"	37	4.3	31.4	14.842547362684
"03-01-2004"	0.9	5.4	33.5	3.73075338711134
"04-01-2004"	1.9	5.5	34.3	2.13891624584415
"05-01-2004"	6.1	5.6	35.1	1.2911683549972
"06-01-2004"	8.6	4.7	32.5	4.84124579022942
"07-01-2004"	21.5	4.4	32.4	2.17426103701003
"08-01-2004"	0.6	3.9	30.1	5.75442515891531
"09-01-2004"	16.3	2.9	30	10.3945965422238
"10-01-2004"	32.4	3	30.6	9.60375587910677
"11-01-2004"	37.1	3.1	30.4	14.0181512230046
"12-01-2004"	72.1	3.3	30.1	18.7679136779109
"13-01-2004"	31.8	2.6	28.5	9.63152977674378
"14-01-2004"	3.1	3.5	31.9	12.3578541314788
"15-01-2004"	10.5	4.2	32	6.73165755178152
"16-01-2004"	4.2	4.9	32	4.38804188662241
"17-01-2004"	0.2	5.5	33.4	2.69627428681912
"18-01-2004"	3.7	5.1	35.1	2.69050757204444
"19-01-2004"	8.4	5.4	33.8	4.3234843094081
"20-01-2004"	19.3	5.5	33.9	6.26027857042703
"21-01-2004"	17.2	5.2	33.8	11.6107172279333
"22-01-2004"	5.9	3.9	32.6	4.57620471791368
"23-01-2004"	10.5	4.8	33.5	3.30590116675977
"24-01-2004"	0.7	3.8	32.4	6.01645121316053
"25-01-2004"	4.4	4.3	32.1	4.69283218926998
"26-01-2004"	19.5	3.7	31.9	7.10547120981711
"27-01-2004"	9.9	5	32.9	12.3181450628067
"28-01-2004"	5.7	4.2	33.4	10.9564403198609
"29-01-2004"	10.3	4.8	33.7	13.2765675763894
"30-01-2004"	30.6	5.1	33.1	5.59042520705443
"31-01-2004"	13.3	4.1	33.3	7.34382903602705
"01-02-2004"	2.5	4.4	32.3	3.83434125986725
"02-02-2004"	6.8	2.6	31.1	4.95516325335877
"03-02-2004"	20.5	2.3	28.2	5.88495751051525
"04-02-2004"	46.1	2.7	28.7	6.76553509323956
"05-02-2004"	0	3.8	31.8	3.2412553061983
"06-02-2004"	0.2	2.7	30.7	4.7175749140837
"07-02-2004"	16.9	3.3	30.7	26.1791332990396
"08-02-2004"	18.5	2.1	28	30.5091618968998
"09-02-2004"	52	2	26.8	20.7077827916932
"10-02-2004"	13.5	3.3	30.1	12.0283756908575
"11-02-2004"	5.5	4.2	31.9	14.3105567504452
"12-02-2004"	1.7	3.3	30.8	4.74220262665871
"13-02-2004"	13.4	2.4	28.6	4.13035591943526
"14-02-2004"	10.7	2.8	29.7	13.5152860350373
"15-02-2004"	34.2	3.5	30.3	13.1996528053447
"16-02-2004"	5.3	2.4	30.5	10.9388346248412
"17-02-2004"	49.4	4.1	31.3	13.3964201325446
"18-02-2004"	17.5	4.9	32.9	9.3021463708681
"19-02-2004"	1.8	5.5	33.9	4.15811832071502
"20-02-2004"	2.9	5.2	32.9	3.65670318095232
"21-02-2004"	8	4.3	32.6	6.81510028181224
"22-02-2004"	8.9	3.9	31.3	8.1735470366485
"23-02-2004"	12.7	3.3	29.4	4.88043242661643
"24-02-2004"	28.8	3.1	30.9	6.43398073714378
"25-02-2004"	5.2	4.2	31.6	5.20030453552389
"26-02-2004"	4.5	3.4	31.2	5.75461570290248
"27-02-2004"	24.8	2.7	31.3	5.15436330243317
"28-02-2004"	24.8	3.7	32.1	7.98038555421534
"29-02-2004"	0.3	4.9	33.6	5.93292432583375
"01-03-2004"	8	4.3	32.8	8.59971094436439
"02-03-2004"	28.7	2.7	29.3	11.9740232998249
"03-03-2004"	17.1	3.1	28.9	12.5177738836099
"04-03-2004"	1.3	4.5	32.5	5.53397468434281
"05-03-2004"	20.4	4.4	32.2	21.5392559119558
"06-03-2004"	14.1	4.3	33	26.3371338825516
"07-03-2004"	1.7	5	33	7.75822206084563
"08-03-2004"	1	4.4	32.4	4.66993791168714
"09-03-2004"	0	5.3	34	8.85510222094933
"10-03-2004"	7.7	4.8	32.6	16.3203687595795
"11-03-2004"	27.2	5	33.9	11.690193206325
"12-03-2004"	0.3	4.9	34.3	4.55347284057957
"13-03-2004"	4.3	4.7	33.8	3.09735941540324
"14-03-2004"	17.1	2.8	29	2.97324430872795
"15-03-2004"	2.2	2.2	27.7	2.48371857148379
"16-03-2004"	13	2.9	30.1	3.36459440875934
"17-03-2004"	10.4	2.1	28.8	4.00120736049691
"18-03-2004"	0	2.3	30.6	2.70703178620162
"19-03-2004"	12.7	2.7	29	3.51782837841347
"20-03-2004"	16.7	4.2	31.9	6.11861136069497
"21-03-2004"	4.5	3.4	30	3.84657050988991
"22-03-2004"	0.5	4.3	31.7	2.52179212065309
"23-03-2004"	0	5	33.3	1.89813534662173
"24-03-2004"	14.3	3.9	32.6	1.77248450014801
"25-03-2004"	0.3	4.6	33.2	1.53281310785624
"26-03-2004"	58.9	4.3	32.4	14.9311074652224
"27-03-2004"	0	4.6	32.6	6.91683641407267
"28-03-2004"	4.3	5.3	33.8	6.29633841719594
"29-03-2004"	5	5.3	34.1	2.70622568549175
"30-03-2004"	0	5.2	34	1.86407250774521
"31-03-2004"	0	4.1	31.6	1.88766108060671
"01-04-2004"	9.2	4.9	32.8	2.12177420108143
"02-04-2004"	0	5.4	33.6	1.39559703444713
"03-04-2004"	0.6	5.3	33.4	1.10173170563161
"04-04-2004"	0	5.3	33.1	0.909587447221682
"05-04-2004"	0.3	5.1	34.7	0.832532028204285
"06-04-2004"	0	5.6	34.8	0.734467558596986
"07-04-2004"	0	5.4	34.3	0.659382246460832
"08-04-2004"	0	5.4	34	0.614417932595703
"09-04-2004"	0	5.2	33.4	0.558698559612575
"10-04-2004"	0.1	5.6	33.9	0.491472526042304
"11-04-2004"	0.3	5.3	33.6	0.454546443473806
"12-04-2004"	0.1	4.9	33.1	0.421046492277644
"13-04-2004"	0	5.3	33.3	0.399861742643007
"14-04-2004"	0.1	5.5	33.3	0.40326835189926
"15-04-2004"	0	5.5	33.5	0.382737593153361
"16-04-2004"	0	5.4	33	0.351817814965993
"17-04-2004"	0	5.6	33.8	0.325648418358501
"18-04-2004"	0	5.4	34	0.304906170021717
"19-04-2004"	0	5.5	35	0.291009677057574
"20-04-2004"	0	5.5	34.8	0.274627367979031
"21-04-2004"	0	5	34.8	0.261410895391734
"22-04-2004"	0	5.2	34.2	0.251243126599192
"23-04-2004"	0	4.7	33.8	0.238641600668468
"24-04-2004"	0	5	33.8	0.23118740601128
"25-04-2004"	0	4.8	33.8	0.221611808073216
"26-04-2004"	0.3	4.6	33.7	0.212602351501521
"27-04-2004"	0	4.8	34	0.207926804699958
"28-04-2004"	0	4.6	34.9	0.203592894929825
"29-04-2004"	0.1	4.3	33.7	0.214935244373281
"30-04-2004"	0	5	32.8	0.199060510312862
"01-05-2004"	0	5.3	32.2	0.188437225478415
"02-05-2004"	0	5.3	31.4	0.175617702584778
"03-05-2004"	0.1	5.1	32.8	0.16734357905216
"04-05-2004"	0	4.6	33.1	0.16343590214981
"05-05-2004"	1.4	3.7	32.5	0.161509720029751
"06-05-2004"	2.8	3.5	31.6	0.177670778459368
"07-05-2004"	0	3.6	31	0.178853493325317
"08-05-2004"	0.7	4.6	33.2	0.17358414882627
"09-05-2004"	0	5.1	34	0.16343590214981
"10-05-2004"	0.1	4.3	33.8	0.160553136341749
"11-05-2004"	0	3.8	32.3	0.15189182417351
"12-05-2004"	0	4.4	32.3	0.146240171567864
"13-05-2004"	0	4.4	32.5	0.14270666855708
"14-05-2004"	0	4.3	32.8	0.137315310832522
"15-05-2004"	0	3.3	31.4	NA
"16-05-2004"	0	4.7	33.7	0.137315310832522
"17-05-2004"	0.1	4.5	34.2	0.133658167753221
"18-05-2004"	0.8	2.9	31.6	0.139051152320785
"19-05-2004"	13	3.9	31.5	0.14270666855708
"20-05-2004"	15.4	3.1	30.4	0.144466912690444
"21-05-2004"	0.7	2.9	30	0.144466912690444
"22-05-2004"	7.4	4.3	31.6	0.161516227401778
"23-05-2004"	0	4.4	32.3	0.150979165246691
"24-05-2004"	0	4.1	32.3	0.150066506319873
"25-05-2004"	0	4	32.6	0.140965946539797
"26-05-2004"	4.9	4	32.9	0.137315310832522
"27-05-2004"	0	3.6	32.5	0.133658167753221
"28-05-2004"	0.2	3.5	31.4	0.125885111866699
"29-05-2004"	0	3.5	29.7	0.122247490903479
"30-05-2004"	0	3.2	25.5	0.116725985738377
"31-05-2004"	1.5	1.9	26.3	0.126161675177856
"01-06-2004"	7.8	3	30.8	0.135597364617335
"02-06-2004"	0	3.8	31.3	0.129844847745266
"03-06-2004"	0	3.3	30.2	0.129844847745266
"04-06-2004"	0	4.3	31.9	0.122247490903479
"05-06-2004"	0	3.9	31.2	0.115001532151162
"06-06-2004"	0	4.3	31.2	0.109945304086007
"07-06-2004"	0	4.2	31.8	NA
"08-06-2004"	0	3.9	31.5	NA
"09-06-2004"	0	4	31	NA
"10-06-2004"	0	4.3	30.7	0.0969240526595268
"11-06-2004"	0	4.5	30.6	0.092320086950264
"12-06-2004"	0	4.5	30.2	0.0894600969442979
"13-06-2004"	0	4.2	30.1	0.0880577582724305
"14-06-2004"	0	3.9	29.4	0.0866749417166449
"15-06-2004"	0	4	29.6	0.0837531316764201
"16-06-2004"	0	4.3	28.6	0.082256436110158
"17-06-2004"	0	4.7	28	0.0807825163459912
"18-06-2004"	0	4.4	27	0.079328118697906
"19-06-2004"	0	4.4	28.2	0.079328118697906
"20-06-2004"	0	4.6	27.6	0.0778964968519162
"21-06-2004"	0	4.4	25.3	NA
"22-06-2004"	0	4.3	27.2	0.0778964968519162
"23-06-2004"	0	4.3	28.3	0.079328118697906
"24-06-2004"	0	4.1	28.9	0.079328118697906
"25-06-2004"	0	4.4	29.4	0.0778964968519162
"26-06-2004"	0	4.4	27.4	0.0763086980772729
"27-06-2004"	0	4.5	26.9	0.0735528260237424
"28-06-2004"	0	4.3	27.1	NA
"29-06-2004"	0	4.1	28.1	NA
"30-06-2004"	0	3.9	28.4	0.0735528260237424
"01-07-2004"	0	4	29.6	0.0749226278354736
"02-07-2004"	0	3.9	30.8	NA
"03-07-2004"	0.1	4.2	31.3	NA
"04-07-2004"	0	4.2	31.5	0.0749226278354736
"05-07-2004"	0	4.1	30.6	NA
"06-07-2004"	0	4.8	31.6	NA
"07-07-2004"	0.1	4.8	31.3	NA
"08-07-2004"	0	4.4	30	0.0643741777793393
"09-07-2004"	0	4.3	29.2	NA
"10-07-2004"	0	4.2	30	NA
"11-07-2004"	0	4	29.6	NA
"12-07-2004"	0	4.2	29.5	0.0643741777793393
"13-07-2004"	0	4.2	30.7	0.066850232835699
"14-07-2004"	0	4.5	29.7	0.066850232835699
"15-07-2004"	0	4.5	29.8	0.0656040710924851
"16-07-2004"	0	4.4	30	0.0618232879446664
"17-07-2004"	0	4.2	29.5	0.0618232879446664
"18-07-2004"	0	4.9	27.1	0.060648707293752
"19-07-2004"	0	4.7	25.5	0.0583581123401683
"20-07-2004"	0	4.9	26.2	NA
"21-07-2004"	0	4.6	27.6	0.0583581123401683
"22-07-2004"	0	4.7	28.2	0.0594936487589193
"23-07-2004"	0	4.1	28.3	0.0595034098169601
"24-07-2004"	0	4.3	30	0.060648707293752
"25-07-2004"	0	3.7	29.5	0.0618232879446664
"26-07-2004"	0	4	30.3	0.0618232879446664
"27-07-2004"	0	4.3	30.5	0.0594936487589193
"28-07-2004"	0	4.6	30.8	0.0594936487589193
"29-07-2004"	0	4.6	31.4	0.0583581123401683
"30-07-2004"	0	4.7	31.2	0.0583581123401683
"31-07-2004"	0	5	31.3	0.0570989358528999
"01-08-2004"	0	5.2	32.3	0.0559991899802986
"02-08-2004"	0	4.9	32.7	0.0559991899802986
"03-08-2004"	0	4	31.4	0.0570989358528999
"04-08-2004"	0	4.2	32	0.0594936487589193
"05-08-2004"	0	4.2	31	0.0594936487589193
"06-08-2004"	0	4.9	31	0.0583581123401683
"07-08-2004"	0	5.1	31.5	0.0549157125377654
"08-08-2004"	0	5	31.6	0.0516197286059751
"09-08-2004"	0	4.7	31.2	0.0538517572113138
"10-08-2004"	0	5.3	31.7	NA
"11-08-2004"	0	5.2	31.1	0.0538517572113138
"12-08-2004"	0	5.2	29.7	0.0516197286059751
"13-08-2004"	0	5.4	30.5	0.0505850564536461
"14-08-2004"	0	5	31	NA
"15-08-2004"	0	4.9	31.2	0.0505850564536461
"16-08-2004"	0	4.8	31.5	0.0528008166289168
"17-08-2004"	0	5.2	32.5	0.0549157125377654
"18-08-2004"	0	5	31.7	0.0538517572113138
"19-08-2004"	0	5.3	30	0.0528008166289168
"20-08-2004"	0	5.5	28.6	0.0528008166289168
"21-08-2004"	0	5.4	30.3	0.0538517572113138
"22-08-2004"	0	5.1	31.8	0.0538517572113138
"23-08-2004"	0	5.3	32.3	0.0559991899802986
"24-08-2004"	0	5.3	31.9	NA
"25-08-2004"	0	5.4	32	0.0559991899802986
"26-08-2004"	0	5.4	32.5	0.058873821573326
"27-08-2004"	0	5.5	33.1	0.0583581123401683
"28-08-2004"	0	5.7	33.6	0.0583581123401683
"29-08-2004"	0	4.7	32.1	0.0570989358528999
"30-08-2004"	0	4.5	31.4	0.0594936487589193
"31-08-2004"	0	5	32.9	0.0630987328620029
"01-09-2004"	0.7	3.8	29.1	0.0624170856421509
"02-09-2004"	0	6	31.8	0.0618232879446664
"03-09-2004"	0	6	30.9	0.0583581123401683
"04-09-2004"	0	6	29.8	0.0570989358528999
"05-09-2004"	0	5.9	31.3	0.0559991899802986
"06-09-2004"	0	5.7	32.2	0.0570989358528999
"07-09-2004"	0	4.8	32.3	0.0606844978399018
"08-09-2004"	0	4.6	32.1	0.066850232835699
"09-09-2004"	0	5.6	33.8	0.0752414890648077
"10-09-2004"	10.5	5.3	33.5	0.082256436110158
"11-09-2004"	0	5.8	33.9	0.0749226278354736
"12-09-2004"	0	6.2	32.5	0.066850232835699
"13-09-2004"	0	6.2	30.7	0.0618232879446664
"14-09-2004"	0	6.5	30.8	0.0606584683517929
"15-09-2004"	0	6	32.6	0.0618297953166937
"16-09-2004"	0	6.3	33.2	0.0630108833396353
"17-09-2004"	0	6.2	33.3	0.0630987328620029
"18-09-2004"	0	6.2	33.7	0.0630108833396353
"19-09-2004"	0	6.2	33.6	0.0643741777793393
"20-09-2004"	0	6.3	34	0.0618232879446664
"21-09-2004"	0	6.5	33.7	0.060648707293752
"22-09-2004"	0	5.8	32.5	0.0594936487589193
"23-09-2004"	0	6.1	32.8	0.060648707293752
"24-09-2004"	0	6.2	33.4	0.0637494700647255
"25-09-2004"	0	6.3	34.7	0.0656040710924851
"26-09-2004"	0	6.2	35.3	0.066850232835699
"27-09-2004"	0	5.8	34.6	0.0618232879446664
"28-09-2004"	0	5.6	34.9	0.0618232879446664
"29-09-2004"	0	6.1	35.5	0.0643074772160602
"30-09-2004"	0	6.1	34.9	0.0681191703810082
"01-10-2004"	0	5.8	34.4	0.0681191703810082
"02-10-2004"	0	6.4	37.2	0.0708782961205523
"03-10-2004"	0	6.7	36.8	0.066850232835699
"04-10-2004"	0	7	37.2	0.0643741777793393
"05-10-2004"	0	6.2	35.9	0.0618232879446664
"06-10-2004"	0	6.5	36.6	0.0681273045960422
"07-10-2004"	0	6.2	36.2	0.0708782961205523
"08-10-2004"	0	6.1	35	0.0735528260237424
"09-10-2004"	0	6.6	37.1	0.0722058000141065
"10-10-2004"	0	6.6	37.2	0.0722058000141065
"11-10-2004"	0	6.7	37.5	0.0749226278354736
"12-10-2004"	0	6.4	36.3	0.0763086980772729
"13-10-2004"	0	6	35.1	0.0749226278354736
"14-10-2004"	0	6.3	34.5	0.0763086980772729
"15-10-2004"	0	6.4	34.5	0.0778964968519162
"16-10-2004"	0	4.6	30.8	0.0778964968519162
"17-10-2004"	0	6.3	35.4	0.0837531316764201
"18-10-2004"	0	5.9	36.7	0.0837531316764201
"19-10-2004"	0	6.8	38.2	0.079328118697906
"20-10-2004"	0	6.5	37.5	0.079328118697906
"21-10-2004"	0	5.7	36.9	0.0778964968519162
"22-10-2004"	0	6.9	37.5	0.0778964968519162
"23-10-2004"	0	7	38	0.0763086980772729
"24-10-2004"	0	6.6	38.1	0.0749226278354736
"25-10-2004"	0	6.8	37.5	0.0749226278354736
"26-10-2004"	0	7	38.6	0.0735528260237424
"27-10-2004"	0	6.7	38.7	0.0735528260237424
"28-10-2004"	0	6.8	38.1	0.0708782961205523
"29-10-2004"	0	7.1	38.7	0.0735528260237424
"30-10-2004"	0	6.7	37.4	0.0763086980772729
"31-10-2004"	4.6	5.9	36.6	0.0764095623436949
"01-11-2004"	0	7	37.6	0.0749226278354736
"02-11-2004"	0	6.4	36.7	0.0722058000141065
"03-11-2004"	0	6.5	37.3	0.0735528260237424
"04-11-2004"	0	6.6	37.6	0.0749226278354736
"05-11-2004"	0	6.6	38	0.0735528260237424
"06-11-2004"	0	5	34.1	0.0778964968519162
"07-11-2004"	0	6.3	36.9	0.0778964968519162
"08-11-2004"	0	4.7	35	0.079328118697906
"09-11-2004"	1.6	6.7	37.4	0.0837531316764201
"10-11-2004"	0	6.5	37.4	0.0778964968519162
"11-11-2004"	0	6.7	38.3	0.0681191703810082
"12-11-2004"	0	6.7	37.4	0.0612359976192092
"13-11-2004"	0	7.1	40.1	0.0600907001424174
"14-11-2004"	0	7.1	39.8	0.0570989358528999
"15-11-2004"	0	7	40.3	0.0570989358528999
"16-11-2004"	0.1	7	39.9	0.0549157125377654
"17-11-2004"	0	6.8	37.9	0.0559991899802986
"18-11-2004"	0	6.7	37.9	0.0583581123401683
"19-11-2004"	0	6	36.4	0.0570989358528999
"20-11-2004"	0	5.6	37.5	0.0646523679335032
"21-11-2004"	8.3	6	37.3	NA
"22-11-2004"	24.9	4.2	33.5	NA
"23-11-2004"	1.7	4.6	31.9	NA
"24-11-2004"	16.3	5.4	33.5	NA
"25-11-2004"	19.6	5	34.5	NA
